0	4.742724e-01
1	2.321846e-23
2	7.859405e-15
3	1.000000e+00
4	1.295218e-04
5	2.838449e-15
6	8.083691e-02
7	4.309187e-01
8	2.437637e-04
9	1
10	1.496536e-03
11	1.452190e-14
12	3.339718e-12
13	1.352273e-01
14	1.246384e-17
15	9.999789e-01
16	7.010038e-04
17	6.307966e-09
18	5.050035e-15
19	1.000000e+00
20	2.729807e-05
21	4.698845e-11
22	8.873859e-15
23	1.000000e+00
24	8.462045e-16
25	5.296242e-14
26	4.183118e-06
27	1.442490e-08
28	9.142395e-05
29	2.667783e-21
30	9.657006e-19
31	1.735591e-07
32	8.247154e-10
33	1.903900e-11
34	1.000000e+00
35	5.861111e-16
36	8.169165e-19
37	6.672629e-18
38	1.583652e-04
39	4.582531e-02
40	6.434295e-04
41	5.279934e-34
42	9.968257e-01
43	1.050868e-02
44	2.902160e-17
45	1.483670e-21
46	1.518469e-16
47	4.565210e-15
48	1.303845e-17
49	2.318497e-09
50	1.000000e+00
51	1.241721e-14
52	9.999999e-01
53	6.332805e-01
54	6.305689e-18
55	9.992023e-01
56	4.362378e-09
57	9.846753e-01
58	1.088797e-15
59	5.815709e-01
60	3.966560e-01
61	3.262316e-17
62	2.457122e-09
63	2.492792e-15
64	1.000000e+00
65	1.158263e-14
66	9.998912e-01
67	2.510489e-13
68	1
69	3.116576e-16
70	2.670570e-13
71	9.936966e-01
72	8.671722e-15
73	1.851789e-15
74	1.149097e-09
75	1.565733e-04
76	6.864524e-15
77	1
78	9.999992e-01
79	1.000000e+00
80	5.221933e-21
81	3.184898e-13
82	5.660676e-16
83	4.143159e-15
84	3.659455e-11
85	1.000000e+00
86	1.566768e-12
87	9.608820e-01
88	9.999993e-01
89	1.560618e-16
90	1.000000e+00
91	5.827539e-12
92	7.878336e-15
93	3.240647e-18
94	2.246193e-14
95	1.611963e-15
96	2.019819e-12
97	4.431166e-18
98	1.113207e-04
99	1.422772e-05
100	4.450489e-02
101	7.862207e-06
102	1.000000e+00
103	2.401200e-10
104	2.866792e-35
105	8.884805e-14
106	9.999999e-01
107	1.000000e+00
108	1.053185e-19
109	9.308641e-15
110	1.052909e-12
111	1.826444e-01
112	4.959619e-18
113	1.324856e-13
114	1.000000e+00
115	1.660175e-03
116	1.631087e-11
117	2.844350e-04
118	1.946675e-07
119	1.152501e-15
120	1
121	9.999962e-01
122	7.771424e-13
123	9.451170e-14
124	6.901317e-16
125	2.712803e-16
126	1.832003e-07
127	1.145413e-16
128	9.123058e-16
129	1.000000e+00
130	6.428721e-13
131	1
132	1.000000e+00
133	9.916213e-01
134	1.191518e-15
135	1.052655e-15
136	8.265063e-18
137	1.150295e-13
138	7.498132e-01
139	3.788552e-17
140	1.000704e-04
141	1.458460e-06
142	1
143	2.281583e-15
144	1.500471e-15
145	1.000000e+00
146	1.000000e+00
147	3.959036e-01
148	4.985361e-14
149	3.406885e-14
150	2.244984e-13
151	1.848912e-13
152	7.308356e-12
153	9.994748e-01
154	4.032833e-05
155	3.264486e-16
156	3.610330e-17
157	4.100739e-17
158	6.981327e-15
159	3.639798e-04
160	1.101851e-15
161	1.522619e-04
162	6.594377e-13
163	3.379112e-01
164	2.227684e-13
165	1.000000e+00
166	3.480773e-13
167	6.386179e-15
168	3.792746e-17
169	1.593106e-16
170	1.016180e-16
171	9.999920e-01
172	9.999506e-01
173	4.233573e-13
174	9.999999e-01
175	2.191549e-29
176	1.168043e-04
177	8.667959e-01
178	1.000000e+00
179	3.036465e-15
180	1.380601e-01
181	9.672492e-05
182	1.718483e-34
183	4.800458e-01
184	1.531528e-04
185	5.338180e-14
186	7.639888e-01
187	1.502224e-20
188	1.049980e-14
189	9.995386e-01
190	7.056382e-16
191	3.126504e-11
192	9.997510e-01
193	1.203105e-27
194	9.987293e-01
195	7.292852e-03
196	2.261879e-16
197	7.567768e-16
198	6.230499e-01
199	6.712126e-08
200	1.183579e-14
201	8.984567e-15
202	1.261690e-03
203	1.301843e-11
204	5.614290e-15
205	2.208488e-14
206	4.293284e-15
207	1.237328e-15
208	2.498356e-02
209	2.176414e-18
210	1.174575e-05
211	2.374338e-18
212	9.809221e-16
213	3.800334e-07
214	9.770490e-01
215	5.523251e-16
216	7.806782e-15
217	2.545648e-04
218	4.587507e-13
219	1.152342e-12
220	7.595889e-15
221	1.432485e-16
222	3.858819e-04
223	1.167790e-03
224	2.089155e-15
225	1.039779e-11
226	3.023745e-15
227	1.219258e-12
228	6.977859e-16
229	8.110982e-10
230	1.000000e+00
231	3.034775e-05
232	2.749143e-01
233	1.000000e+00
234	2.971922e-16
235	4.295171e-02
236	5.131341e-15
237	1.223106e-09
238	8.453866e-01
239	6.259769e-19
240	4.695053e-04
241	1
242	3.213218e-16
243	7.899955e-16
244	8.784780e-01
245	1
246	1.315845e-17
247	2.509403e-15
248	1.220454e-14
249	1
250	4.997767e-03
251	5.768795e-01
252	8.426807e-19
253	1.000000e+00
254	2.816841e-17
255	9.297081e-15
256	1.559800e-17
257	9.906237e-01
258	5.950554e-17
259	8.900732e-14
260	5.665926e-18
261	5.108505e-17
262	3.175960e-01
263	2.814439e-28
264	4.073663e-08
265	1.350349e-18
266	5.693992e-15
267	4.626792e-03
268	1.000000e+00
269	2.761953e-10
270	1.000000e+00
271	5.074569e-15
272	3.840592e-01
273	4.938494e-05
274	6.933248e-01
275	1.510321e-04
276	1.147670e-08
277	6.895948e-14
278	1.964697e-33
279	5.813286e-18
280	2.641211e-13
281	5.980033e-06
282	1.535815e-17
283	4.248213e-04
284	9.229045e-01
285	8.821704e-02
286	9.953936e-01
287	3.254360e-14
288	2.887129e-15
289	1
290	9.422567e-16
291	1.540527e-09
292	3.137578e-02
293	1
294	5.561422e-13
295	2.061509e-08
296	8.984629e-21
297	1.433514e-13
298	1
299	8.822286e-15
300	1.177214e-08
301	3.770863e-05
302	8.752369e-16
303	2.236758e-14
304	1.536928e-15
305	4.208022e-17
306	1.000000e+00
307	1.469801e-17
308	8.550232e-16
309	6.955955e-13
310	4.861763e-17
311	3.777832e-05
312	5.947957e-15
313	9.920708e-01
314	2.345123e-32
315	1
316	1.527014e-17
317	5.341829e-13
318	8.742163e-14
319	4.990450e-04
320	6.993353e-13
321	7.846001e-01
322	2.619239e-05
323	7.180291e-15
324	1.619421e-17
325	6.333628e-12
326	3.973457e-08
327	3.096753e-16
328	9.111609e-02
329	1
330	9.639530e-05
331	9.829012e-13
